"Name","Season","Region","Games","Win.rate","K.D","GPM","GDM","Game.duration","Kills...game","Deaths...game","Towers.killed","Towers.lost","FB.","FT.","DRAPG","DRA.","HERPG","HER.","DRA.15","TD.15","GD.15","NASHPG","NASH.","CSM","DPM","WPM","VWPM","WCPM","Region_ID"
"All Knights",11,"LAT",40,42.5,0.87,1731,-38,586,12.9,14.7,5.5,6.2,50,50,2.05,42.3,1.08,53.8,0.63,-0.3,-205,0.73,44.7,31.6,1969,3,1.33,1.39,20
"Alpha Esports",11,"PCS",37,16.2,0.47,1638,-317,271,9.5,20.1,3.1,8,24.3,24.3,1.51,36.6,0.62,31.1,0.81,-0.8,-2134,0.27,29.7,30.6,1723,2.9,1.12,1.25,25
"Anorthosis Famagusta Esports",11,"GR",83,61.4,1.12,1882,102,374,19.6,17.4,6.8,5.2,57.8,63.9,2.23,52.8,1.02,54.2,0.99,0.3,611,0.7,54.1,30.8,2299,2.9,1.12,1.22,13
"Area of Effect Esports",11,"N/A",8,37.5,0.81,1706,-63,709,13.8,16.9,5.9,7.5,25,12.5,2.25,44,0.25,12.5,0.88,-1,-1435,0.75,58.3,30.6,1976,3.4,1.2,1.35,22
"Astralis",11,"EUW",36,36.1,0.78,1698,-150,536,12.3,15.7,4.5,7.6,36.1,30.6,2.03,43.1,0.72,36.1,0.81,-0.5,-1746,0.56,39.4,31.1,1867,3.3,1.35,1.24,11
"Asus ROG Elite",11,"RS",30,13.3,0.58,1617,-325,391,10.9,18.9,2.4,8.5,53.3,16.7,1.33,27.1,0.4,23.3,0.7,-1.1,-2185,0.27,17.9,30.1,1645,2.6,0.98,0.97,29
"Atletec",11,"FR",23,52.2,1.11,1803,47,524,19.2,17.3,7,5.3,39.1,69.6,2.91,62.3,1.04,56.5,1.48,0.7,1454,0.57,45.5,29,2281,3.1,1.31,1.31,12
"AXIZ",11,"JP",38,47.4,0.94,1759,-20,588,14.3,15.2,5.7,5.5,52.6,47.4,2.45,49.9,1.08,53.9,1.08,-0.1,-203,0.63,50,31.8,2049,3.5,1.5,1.62,15
"AXIZ Academy",11,"JP",8,25,0.71,1668,-131,391,11.5,16.1,4.1,6.6,37.5,37.5,0.75,18.5,1.75,87.5,0.13,0,-262,0.5,42.9,29.8,1677,3.3,1.14,1.16,15
"Axolotl",11,"IT",46,45.7,0.85,1716,-59,434,12.7,14.8,5.2,6.3,43.5,37,2.28,49.4,0.76,39.1,0.89,-0.4,-1098,0.63,52.9,30.7,1979,3,1.07,1.22,14
"Barrage Esports",11,"EUW",16,56.3,1.02,1777,50,519,14.9,14.6,7.1,4.9,37.5,50,2.5,52.5,1,50,1.06,0.1,-169,1,54.2,31.1,2121,3.3,1.28,1.22,11
"Barrage.NA",11,"N/A",6,33.3,0.66,1667,-237,385,11.5,17.3,3.7,7.3,50,50,1.83,41.7,0.5,25,1,-0.7,-2325,0.33,33.3,31.6,1715,3.3,1.33,1.14,22
"BC Academy",11,"JP",9,44.4,0.82,1679,-110,617,14.2,17.2,5.4,6.4,44.4,33.3,2.44,47.5,0.56,27.8,1.22,-0.3,-739,0.89,46.3,29.2,1637,2.9,1.44,1.43,15
"BCN Squad",11,"ES",37,29.7,0.71,1695,-143,502,11.8,16.7,4.6,7.3,48.6,43.2,2.35,48.3,0.76,39.2,1.08,-0.4,-769,0.57,38.3,31,1868,3,1.17,1.32,9
"Berjaya Dragons",11,"PCS",43,32.6,0.77,1686,-147,457,11.8,15.4,4.2,7.1,55.8,30.2,1.98,44.7,1,52.4,0.76,-0.2,-635,0.49,35.5,30.9,1825,3.5,1.49,1.45,25
"Berlin International Gaming",11,"DE",97,69.1,1.38,1895,184,321,18.8,13.6,7.5,4.3,58.8,67,2.46,62,1.13,60.4,1.11,0.6,1153,0.73,62.1,30.9,2269,3.2,1.34,1.27,8
"Besiktas Esports",11,"TR",46,47.8,0.98,1769,-11,547,13.8,14,5.7,5.7,60.9,60.9,2.7,56.8,1.09,56.7,0.96,0.3,547,0.61,43.3,32.3,1932,3.3,1.26,1.46,32
"Beyond Gaming",11,"PCS",79,63.3,1.17,1808,82,520,14.8,12.6,6.4,5,53.2,65.8,2.47,53.2,1.11,57,1.04,0.3,675,0.78,56,32.4,1971,3.5,1.45,1.55,25
"Bilibili Gaming",11,"CN",86,50,0.94,1806,5,462,13,13.8,6.2,5.7,44.2,52.3,2.24,51.8,0.31,35,0.79,-0.1,-539,0.74,55.6,33.1,1955,3.3,1.27,1.51,5
"Black Star Gaming",11,"CIS",17,52.9,0.96,1730,-49,533,14.2,14.8,5.8,6.5,58.8,70.6,1.88,40.9,1.29,64.7,0.47,0,-928,0.94,59.8,29.2,1945,2.9,1.2,1.24,4
"Boavista FC",11,"PT",36,44.4,1,1726,-46,497,16,16,5.5,6.6,58.3,47.2,2.36,49.6,0.81,43.1,1.11,0,-582,0.72,47.2,29.5,1954,3.2,1.21,1.15,27
"BOOM Esports",11,"PCS",54,50,0.94,1757,-31,467,13.4,14.3,5.8,5.9,44.4,57.4,2.26,48.8,0.87,43.5,0.98,0.2,-61,0.65,45.5,32.1,1960,3.2,1.15,1.6,25
"BRO Challengers",11,"KR",39,43.6,0.97,1723,-83,496,13.6,14,5.6,6.5,59,51.3,2.1,46.6,1.08,53.8,0.64,-0.1,-622,0.56,40.5,30.3,1879,3.5,1.31,1.49,17
"BRUTE",11,"CZ",35,31.4,0.79,1731,-105,435,13,16.4,5.2,7.3,54.3,37.1,1.94,41,0.63,34.3,0.71,-0.6,-968,0.54,40,31.2,1896,2.6,1.02,1.13,6
"BRUTE Academy",11,"CZ",3,33.3,0.78,1632,-122,467,10.7,13.7,3,6.7,33.3,33.3,2.67,53.3,1,50,1.33,-0.3,-1306,0.33,33.3,31.1,1280,2.5,0.92,1.19,6
"BT Excel",11,"EUW",53,64.2,1.36,1840,140,496,16.8,12.3,7.4,4.6,60.4,58.5,2.45,56.7,1.17,60.4,0.91,0.5,1151,0.85,63.5,31.8,2169,3.1,1.3,1.36,11
